datasetID,method,auxData,metric,result
HPROSTATE,zinbwave,scaledVar,KDEstat,1.982593797
MBRAIN,zinbwave,scaledVar,KDEstat,279.7555707
MCATUMOR,zinbwave,scaledVar,KDEstat,-0.089903555
MCORTEX,zinbwave,scaledVar,KDEstat,5.928849956
MGASTRULA,zinbwave,scaledVar,KDEstat,8.033012873
MOBNEW,zinbwave,scaledVar,KDEstat,-0.235552107
MUSCLE,zinbwave,scaledVar,KDEstat,0.37507294
PDAC,zinbwave,scaledVar,KDEstat,4.700960343
BREAST,scDesign3_gau(rf),scaledVar,KDEstat,33.08807244
HOSTEOSARCOMA,scDesign3_gau(rf),scaledVar,KDEstat,32.41906329
HPROSTATE,scDesign3_gau(rf),scaledVar,KDEstat,31.17410933
MBRAIN,scDesign3_gau(rf),scaledVar,KDEstat,337.221204
MCATUMOR,scDesign3_gau(rf),scaledVar,KDEstat,4.599197528
MCORTEX,scDesign3_gau(rf),scaledVar,KDEstat,8.404487969
MGASTRULA,scDesign3_gau(rf),scaledVar,KDEstat,17.59904836
MOBNEW,scDesign3_gau(rf),scaledVar,KDEstat,0.860850999
MUSCLE,scDesign3_gau(rf),scaledVar,KDEstat,14.84375685
PDAC,scDesign3_gau(rf),scaledVar,KDEstat,62.22869122
BREAST,scDesign3_nb(rf),scaledVar,KDEstat,36.65309969
HOSTEOSARCOMA,scDesign3_nb(rf),scaledVar,KDEstat,27.0203836
HPROSTATE,scDesign3_nb(rf),scaledVar,KDEstat,13.43387622
MBRAIN,scDesign3_nb(rf),scaledVar,KDEstat,292.5984796
MCATUMOR,scDesign3_nb(rf),scaledVar,KDEstat,-0.108501474
MCORTEX,scDesign3_nb(rf),scaledVar,KDEstat,0.268923169
MGASTRULA,scDesign3_nb(rf),scaledVar,KDEstat,1.763846068
MOBNEW,scDesign3_nb(rf),scaledVar,KDEstat,0.286827636
MUSCLE,scDesign3_nb(rf),scaledVar,KDEstat,0.944371764
PDAC,scDesign3_nb(rf),scaledVar,KDEstat,17.46190415
BREAST,scDesign3_poi(rf),scaledVar,KDEstat,17.10912111
HOSTEOSARCOMA,scDesign3_poi(rf),scaledVar,KDEstat,7.139615888
HPROSTATE,scDesign3_poi(rf),scaledVar,KDEstat,3.565025371
MBRAIN,scDesign3_poi(rf),scaledVar,KDEstat,321.5448317
MCATUMOR,scDesign3_poi(rf),scaledVar,KDEstat,1.937843279
MCORTEX,scDesign3_poi(rf),scaledVar,KDEstat,4.001136204
MGASTRULA,scDesign3_poi(rf),scaledVar,KDEstat,14.70283268
MOBNEW,scDesign3_poi(rf),scaledVar,KDEstat,-0.094404642
MUSCLE,scDesign3_poi(rf),scaledVar,KDEstat,12.2065618
PDAC,scDesign3_poi(rf),scaledVar,KDEstat,39.85876854
BREAST,SRTsim(rf),scaledVar,KDEstat,28.37819234
HOSTEOSARCOMA,SRTsim(rf),scaledVar,KDEstat,26.71323096
HPROSTATE,SRTsim(rf),scaledVar,KDEstat,21.27863
MBRAIN,SRTsim(rf),scaledVar,KDEstat,284.1609919
MCATUMOR,SRTsim(rf),scaledVar,KDEstat,0.350436027
MCORTEX,SRTsim(rf),scaledVar,KDEstat,5.574550413
MGASTRULA,SRTsim(rf),scaledVar,KDEstat,4.240332747
MOBNEW,SRTsim(rf),scaledVar,KDEstat,-0.377274768
MUSCLE,SRTsim(rf),scaledVar,KDEstat,8.063487739
PDAC,SRTsim(rf),scaledVar,KDEstat,46.76586725
BREAST,scDesign2,scaledMean,KDEstat,0.616932417
HOSTEOSARCOMA,scDesign2,scaledMean,KDEstat,0.573190525
HPROSTATE,scDesign2,scaledMean,KDEstat,1.150966291
MBRAIN,scDesign2,scaledMean,KDEstat,3.485233952
MCATUMOR,scDesign2,scaledMean,KDEstat,1.010602082
MCORTEX,scDesign2,scaledMean,KDEstat,0.217046639
MGASTRULA,scDesign2,scaledMean,KDEstat,5.625841512
MOBNEW,scDesign2,scaledMean,KDEstat,0.025466355
MUSCLE,scDesign2,scaledMean,KDEstat,0.791557824
PDAC,scDesign2,scaledMean,KDEstat,0.167799464
BREAST,scDesign3_gau,scaledMean,KDEstat,2.214187318
HOSTEOSARCOMA,scDesign3_gau,scaledMean,KDEstat,2.729494435
HPROSTATE,scDesign3_gau,scaledMean,KDEstat,8.570886291
MBRAIN,scDesign3_gau,scaledMean,KDEstat,10.28080984
MCATUMOR,scDesign3_gau,scaledMean,KDEstat,1.19494047
MCORTEX,scDesign3_gau,scaledMean,KDEstat,1.925171661
MGASTRULA,scDesign3_gau,scaledMean,KDEstat,11.21922347
MOBNEW,scDesign3_gau,scaledMean,KDEstat,0.87325577
MUSCLE,scDesign3_gau,scaledMean,KDEstat,3.789666704
PDAC,scDesign3_gau,scaledMean,KDEstat,15.99596068
BREAST,scDesign3_nb,scaledMean,KDEstat,0.054066222
HOSTEOSARCOMA,scDesign3_nb,scaledMean,KDEstat,1.181461546
HPROSTATE,scDesign3_nb,scaledMean,KDEstat,4.085962729
MBRAIN,scDesign3_nb,scaledMean,KDEstat,7.936506072
MCATUMOR,scDesign3_nb,scaledMean,KDEstat,-0.039981341
MCORTEX,scDesign3_nb,scaledMean,KDEstat,0.040255577
MGASTRULA,scDesign3_nb,scaledMean,KDEstat,8.03145821
MOBNEW,scDesign3_nb,scaledMean,KDEstat,0.146431576
MUSCLE,scDesign3_nb,scaledMean,KDEstat,1.628893677
PDAC,scDesign3_nb,scaledMean,KDEstat,0.449804493
BREAST,scDesign3_poi,scaledMean,KDEstat,0.465192583
HOSTEOSARCOMA,scDesign3_poi,scaledMean,KDEstat,1.024094823
HPROSTATE,scDesign3_poi,scaledMean,KDEstat,0.989686312
MBRAIN,scDesign3_poi,scaledMean,KDEstat,6.267702603
MCATUMOR,scDesign3_poi,scaledMean,KDEstat,-0.048044991
MCORTEX,scDesign3_poi,scaledMean,KDEstat,0.605764773
MGASTRULA,scDesign3_poi,scaledMean,KDEstat,9.348604735
MOBNEW,scDesign3_poi,scaledMean,KDEstat,0.131896945
MUSCLE,scDesign3_poi,scaledMean,KDEstat,2.807294191
PDAC,scDesign3_poi,scaledMean,KDEstat,0.685145151
BREAST,SPARsim,scaledMean,KDEstat,-0.249145735
HOSTEOSARCOMA,SPARsim,scaledMean,KDEstat,-0.388618868
HPROSTATE,SPARsim,scaledMean,KDEstat,-0.305460118
MBRAIN,SPARsim,scaledMean,KDEstat,-0.271261284
MCATUMOR,SPARsim,scaledMean,KDEstat,-0.403158059
MCORTEX,SPARsim,scaledMean,KDEstat,-0.614813554
MGASTRULA,SPARsim,scaledMean,KDEstat,-0.314869333
MOBNEW,SPARsim,scaledMean,KDEstat,-0.564285184
MUSCLE,SPARsim,scaledMean,KDEstat,-0.361865078
PDAC,SPARsim,scaledMean,KDEstat,-0.262260502
BREAST,splatter,scaledMean,KDEstat,0.005517604
HOSTEOSARCOMA,splatter,scaledMean,KDEstat,0.826956788
HPROSTATE,splatter,scaledMean,KDEstat,2.277237741
MBRAIN,splatter,scaledMean,KDEstat,3.339670369
MCATUMOR,splatter,scaledMean,KDEstat,-0.139037812
MCORTEX,splatter,scaledMean,KDEstat,1.396590112
MGASTRULA,splatter,scaledMean,KDEstat,3.209033672
MOBNEW,splatter,scaledMean,KDEstat,0.376851629
MUSCLE,splatter,scaledMean,KDEstat,0.219737794
PDAC,splatter,scaledMean,KDEstat,15.34863949
BREAST,SRTsim,scaledMean,KDEstat,0.245646996
HOSTEOSARCOMA,SRTsim,scaledMean,KDEstat,-0.23868288
HPROSTATE,SRTsim,scaledMean,KDEstat,0.467209375
MBRAIN,SRTsim,scaledMean,KDEstat,3.886667445
MCATUMOR,SRTsim,scaledMean,KDEstat,-0.331055854
MCORTEX,SRTsim,scaledMean,KDEstat,-0.517827663
MGASTRULA,SRTsim,scaledMean,KDEstat,-0.021379031
MOBNEW,SRTsim,scaledMean,KDEstat,-0.543907466
MUSCLE,SRTsim,scaledMean,KDEstat,0.437228766
PDAC,SRTsim,scaledMean,KDEstat,0.058250568
BREAST,symsim,scaledMean,KDEstat,2.167196482
HOSTEOSARCOMA,symsim,scaledMean,KDEstat,0.237468611
HPROSTATE,symsim,scaledMean,KDEstat,7.782501309
MBRAIN,symsim,scaledMean,KDEstat,9.187851066
MCATUMOR,symsim,scaledMean,KDEstat,5.226906583
MCORTEX,symsim,scaledMean,KDEstat,6.236609416
MGASTRULA,symsim,scaledMean,KDEstat,3.721974132
MOBNEW,symsim,scaledMean,KDEstat,0.40936524
MUSCLE,symsim,scaledMean,KDEstat,1.056952218
PDAC,symsim,scaledMean,KDEstat,7.058667625
BREAST,zinbwave,scaledMean,KDEstat,-0.054681536
HOSTEOSARCOMA,zinbwave,scaledMean,KDEstat,-0.085563543
HPROSTATE,zinbwave,scaledMean,KDEstat,-0.28665955
MBRAIN,zinbwave,scaledMean,KDEstat,1.557974905
MCATUMOR,zinbwave,scaledMean,KDEstat,-0.384575278
MCORTEX,zinbwave,scaledMean,KDEstat,-0.530656696
MGASTRULA,zinbwave,scaledMean,KDEstat,0.46891148
MOBNEW,zinbwave,scaledMean,KDEstat,-0.457165501
MUSCLE,zinbwave,scaledMean,KDEstat,-0.30943797
PDAC,zinbwave,scaledMean,KDEstat,-0.248534121
BREAST,scDesign3_gau(rf),scaledMean,KDEstat,2.214187318
HOSTEOSARCOMA,scDesign3_gau(rf),scaledMean,KDEstat,2.729494435
HPROSTATE,scDesign3_gau(rf),scaledMean,KDEstat,8.570886291
MBRAIN,scDesign3_gau(rf),scaledMean,KDEstat,10.28080984
MCATUMOR,scDesign3_gau(rf),scaledMean,KDEstat,1.19494047
MCORTEX,scDesign3_gau(rf),scaledMean,KDEstat,1.925171661
MGASTRULA,scDesign3_gau(rf),scaledMean,KDEstat,11.21922347
MOBNEW,scDesign3_gau(rf),scaledMean,KDEstat,0.87325577
MUSCLE,scDesign3_gau(rf),scaledMean,KDEstat,3.789666704
PDAC,scDesign3_gau(rf),scaledMean,KDEstat,15.99596068
BREAST,scDesign3_nb(rf),scaledMean,KDEstat,0.054066222
HOSTEOSARCOMA,scDesign3_nb(rf),scaledMean,KDEstat,1.181461546
HPROSTATE,scDesign3_nb(rf),scaledMean,KDEstat,4.085962729
MBRAIN,scDesign3_nb(rf),scaledMean,KDEstat,7.962105682
MCATUMOR,scDesign3_nb(rf),scaledMean,KDEstat,-0.039981341
MCORTEX,scDesign3_nb(rf),scaledMean,KDEstat,0.040255577
MGASTRULA,scDesign3_nb(rf),scaledMean,KDEstat,8.0420205
MOBNEW,scDesign3_nb(rf),scaledMean,KDEstat,0.146431576
MUSCLE,scDesign3_nb(rf),scaledMean,KDEstat,1.628893677
PDAC,scDesign3_nb(rf),scaledMean,KDEstat,0.449804493
BREAST,scDesign3_poi(rf),scaledMean,KDEstat,0.465192583
HOSTEOSARCOMA,scDesign3_poi(rf),scaledMean,KDEstat,1.024094823
HPROSTATE,scDesign3_poi(rf),scaledMean,KDEstat,0.989686312
MBRAIN,scDesign3_poi(rf),scaledMean,KDEstat,6.267702603
MCATUMOR,scDesign3_poi(rf),scaledMean,KDEstat,-0.048044991
MCORTEX,scDesign3_poi(rf),scaledMean,KDEstat,0.605764773
MGASTRULA,scDesign3_poi(rf),scaledMean,KDEstat,9.348604735
MOBNEW,scDesign3_poi(rf),scaledMean,KDEstat,0.131896945
MUSCLE,scDesign3_poi(rf),scaledMean,KDEstat,2.807294191
PDAC,scDesign3_poi(rf),scaledMean,KDEstat,0.685145151
BREAST,SRTsim(rf),scaledMean,KDEstat,1.161566828
HOSTEOSARCOMA,SRTsim(rf),scaledMean,KDEstat,-0.218843093
HPROSTATE,SRTsim(rf),scaledMean,KDEstat,3.452385819
MBRAIN,SRTsim(rf),scaledMean,KDEstat,6.186923856
MCATUMOR,SRTsim(rf),scaledMean,KDEstat,-0.134855155
MCORTEX,SRTsim(rf),scaledMean,KDEstat,-0.523828622
MGASTRULA,SRTsim(rf),scaledMean,KDEstat,0.359048947
MOBNEW,SRTsim(rf),scaledMean,KDEstat,-0.547106538
MUSCLE,SRTsim(rf),scaledMean,KDEstat,0.848620942
PDAC,SRTsim(rf),scaledMean,KDEstat,11.4928237
BREAST,scDesign2,pearson,KDEstat,0.077540508
HOSTEOSARCOMA,scDesign2,pearson,KDEstat,0.053068726
HPROSTATE,scDesign2,pearson,KDEstat,2.017802875
MBRAIN,scDesign2,pearson,KDEstat,0.383481138
MCATUMOR,scDesign2,pearson,KDEstat,0.02670325
MCORTEX,scDesign2,pearson,KDEstat,1.996030682
MGASTRULA,scDesign2,pearson,KDEstat,0.367736711
MOBNEW,scDesign2,pearson,KDEstat,0.404783
MUSCLE,scDesign2,pearson,KDEstat,0.995555252
PDAC,scDesign2,pearson,KDEstat,2.342879492
BREAST,scDesign3_gau,pearson,KDEstat,4.626922702
HOSTEOSARCOMA,scDesign3_gau,pearson,KDEstat,4.351760523
HPROSTATE,scDesign3_gau,pearson,KDEstat,36.04403755
MBRAIN,scDesign3_gau,pearson,KDEstat,24.89104132
MCATUMOR,scDesign3_gau,pearson,KDEstat,2.651945087
MCORTEX,scDesign3_gau,pearson,KDEstat,9.497794286
MGASTRULA,scDesign3_gau,pearson,KDEstat,9.210509249
MOBNEW,scDesign3_gau,pearson,KDEstat,0.967484564
MUSCLE,scDesign3_gau,pearson,KDEstat,1.214647307
PDAC,scDesign3_gau,pearson,KDEstat,26.5835917
BREAST,scDesign3_nb,pearson,KDEstat,0.943416434
HOSTEOSARCOMA,scDesign3_nb,pearson,KDEstat,0.620663506
HPROSTATE,scDesign3_nb,pearson,KDEstat,3.327983795
MBRAIN,scDesign3_nb,pearson,KDEstat,0.754613987
MCATUMOR,scDesign3_nb,pearson,KDEstat,0.180948867
MCORTEX,scDesign3_nb,pearson,KDEstat,1.771228921
MGASTRULA,scDesign3_nb,pearson,KDEstat,0.058270408
MOBNEW,scDesign3_nb,pearson,KDEstat,0.692856197
MUSCLE,scDesign3_nb,pearson,KDEstat,1.647598846
PDAC,scDesign3_nb,pearson,KDEstat,2.619736486
BREAST,scDesign3_poi,pearson,KDEstat,9.922564454
HOSTEOSARCOMA,scDesign3_poi,pearson,KDEstat,17.60660111
HPROSTATE,scDesign3_poi,pearson,KDEstat,1.591508092
MBRAIN,scDesign3_poi,pearson,KDEstat,17.09861672
MCATUMOR,scDesign3_poi,pearson,KDEstat,10.70971113
MCORTEX,scDesign3_poi,pearson,KDEstat,28.36080218
MGASTRULA,scDesign3_poi,pearson,KDEstat,5.690030403
MOBNEW,scDesign3_poi,pearson,KDEstat,4.568312607
MUSCLE,scDesign3_poi,pearson,KDEstat,13.12667964
PDAC,scDesign3_poi,pearson,KDEstat,2.098524857
BREAST,SPARsim,pearson,KDEstat,29.18452104
HOSTEOSARCOMA,SPARsim,pearson,KDEstat,0.198201596
HPROSTATE,SPARsim,pearson,KDEstat,88.47183949
MBRAIN,SPARsim,pearson,KDEstat,8.891393133
MCATUMOR,SPARsim,pearson,KDEstat,3.023608961
MCORTEX,SPARsim,pearson,KDEstat,10.76977941
MGASTRULA,SPARsim,pearson,KDEstat,17.2555585
MOBNEW,SPARsim,pearson,KDEstat,0.821932133
MUSCLE,SPARsim,pearson,KDEstat,20.32580749
PDAC,SPARsim,pearson,KDEstat,34.94919527
BREAST,splatter,pearson,KDEstat,39.42594319
HOSTEOSARCOMA,splatter,pearson,KDEstat,66.51450293
HPROSTATE,splatter,pearson,KDEstat,53.52133056
MBRAIN,splatter,pearson,KDEstat,82.53702563
MCATUMOR,splatter,pearson,KDEstat,31.11683584
MCORTEX,splatter,pearson,KDEstat,10.44787169
MGASTRULA,splatter,pearson,KDEstat,15.83443842
MOBNEW,splatter,pearson,KDEstat,26.12429724
MUSCLE,splatter,pearson,KDEstat,53.70701269
PDAC,splatter,pearson,KDEstat,26.85087633
BREAST,SRTsim,pearson,KDEstat,-0.374097463
HOSTEOSARCOMA,SRTsim,pearson,KDEstat,-0.360394689
HPROSTATE,SRTsim,pearson,KDEstat,0.31214687
MBRAIN,SRTsim,pearson,KDEstat,-0.123837578
MCATUMOR,SRTsim,pearson,KDEstat,-0.180520999
MCORTEX,SRTsim,pearson,KDEstat,-0.051809956
MGASTRULA,SRTsim,pearson,KDEstat,-0.279049434
MOBNEW,SRTsim,pearson,KDEstat,0.002104222
MUSCLE,SRTsim,pearson,KDEstat,0.030753286
PDAC,SRTsim,pearson,KDEstat,0.039728892
BREAST,symsim,pearson,KDEstat,48.2118006
HOSTEOSARCOMA,symsim,pearson,KDEstat,58.73965034
HPROSTATE,symsim,pearson,KDEstat,47.73810123
MBRAIN,symsim,pearson,KDEstat,42.90408177
MCATUMOR,symsim,pearson,KDEstat,28.01146302
MCORTEX,symsim,pearson,KDEstat,4.832004171
MGASTRULA,symsim,pearson,KDEstat,23.16116634
MOBNEW,symsim,pearson,KDEstat,31.19699039
MUSCLE,symsim,pearson,KDEstat,58.55980425
PDAC,symsim,pearson,KDEstat,17.10073549
BREAST,zinbwave,pearson,KDEstat,10.43599669
HOSTEOSARCOMA,zinbwave,pearson,KDEstat,2.344327404
HPROSTATE,zinbwave,pearson,KDEstat,3.149211496
MBRAIN,zinbwave,pearson,KDEstat,9.391021764
MCATUMOR,zinbwave,pearson,KDEstat,103.3038368
MCORTEX,zinbwave,pearson,KDEstat,45.38683694
MGASTRULA,zinbwave,pearson,KDEstat,22.05522938
MOBNEW,zinbwave,pearson,KDEstat,12.43244249
MUSCLE,zinbwave,pearson,KDEstat,7.456782057
PDAC,zinbwave,pearson,KDEstat,2.713303243
BREAST,scDesign3_gau(rf),pearson,KDEstat,5.763331957
HOSTEOSARCOMA,scDesign3_gau(rf),pearson,KDEstat,4.049696278
HPROSTATE,scDesign3_gau(rf),pearson,KDEstat,37.82064577
MBRAIN,scDesign3_gau(rf),pearson,KDEstat,18.0853941
MCATUMOR,scDesign3_gau(rf),pearson,KDEstat,2.647661201
MCORTEX,scDesign3_gau(rf),pearson,KDEstat,12.98582377
MGASTRULA,scDesign3_gau(rf),pearson,KDEstat,5.416492008
MOBNEW,scDesign3_gau(rf),pearson,KDEstat,0.884229831
MUSCLE,scDesign3_gau(rf),pearson,KDEstat,1.169739346
PDAC,scDesign3_gau(rf),pearson,KDEstat,31.5336324
BREAST,scDesign3_nb(rf),pearson,KDEstat,-0.344013087
HOSTEOSARCOMA,scDesign3_nb(rf),pearson,KDEstat,0.258029584
HPROSTATE,scDesign3_nb(rf),pearson,KDEstat,3.545131587
MBRAIN,scDesign3_nb(rf),pearson,KDEstat,0.979595647
MCATUMOR,scDesign3_nb(rf),pearson,KDEstat,0.051099564
MCORTEX,scDesign3_nb(rf),pearson,KDEstat,2.981133091
MGASTRULA,scDesign3_nb(rf),pearson,KDEstat,0.554225379
MOBNEW,scDesign3_nb(rf),pearson,KDEstat,0.372168828
MUSCLE,scDesign3_nb(rf),pearson,KDEstat,1.023332759
PDAC,scDesign3_nb(rf),pearson,KDEstat,13.73844914
BREAST,scDesign3_poi(rf),pearson,KDEstat,14.45175896
HOSTEOSARCOMA,scDesign3_poi(rf),pearson,KDEstat,19.1314567
HPROSTATE,scDesign3_poi(rf),pearson,KDEstat,2.207894575
MBRAIN,scDesign3_poi(rf),pearson,KDEstat,20.26802969
MCATUMOR,scDesign3_poi(rf),pearson,KDEstat,10.49485673
MCORTEX,scDesign3_poi(rf),pearson,KDEstat,26.32072683
MGASTRULA,scDesign3_poi(rf),pearson,KDEstat,4.779161135
MOBNEW,scDesign3_poi(rf),pearson,KDEstat,3.599061713
MUSCLE,scDesign3_poi(rf),pearson,KDEstat,14.07068198
PDAC,scDesign3_poi(rf),pearson,KDEstat,1.569014771
BREAST,SRTsim(rf),pearson,KDEstat,1.056215347
HOSTEOSARCOMA,SRTsim(rf),pearson,KDEstat,0.404321284
HPROSTATE,SRTsim(rf),pearson,KDEstat,16.68331279
MBRAIN,SRTsim(rf),pearson,KDEstat,1.65800813
MCATUMOR,SRTsim(rf),pearson,KDEstat,-0.045848306
MCORTEX,SRTsim(rf),pearson,KDEstat,-0.490641604
MGASTRULA,SRTsim(rf),pearson,KDEstat,-0.104760432
MOBNEW,SRTsim(rf),pearson,KDEstat,-0.335396395
MUSCLE,SRTsim(rf),pearson,KDEstat,-0.243782443
PDAC,SRTsim(rf),pearson,KDEstat,9.401080593
BREAST,scDesign2,libsize,KDEstat,7.567933081
HOSTEOSARCOMA,scDesign2,libsize,KDEstat,0.253950469
HPROSTATE,scDesign2,libsize,KDEstat,0.869076217
MBRAIN,scDesign2,libsize,KDEstat,0.583146048
MCATUMOR,scDesign2,libsize,KDEstat,2.114708205
MCORTEX,scDesign2,libsize,KDEstat,1.854714043
MGASTRULA,scDesign2,libsize,KDEstat,27.52184782
MOBNEW,scDesign2,libsize,KDEstat,0.514421218
MUSCLE,scDesign2,libsize,KDEstat,1.738184907
PDAC,scDesign2,libsize,KDEstat,0.164276344
BREAST,scDesign3_gau,libsize,KDEstat,58.39436496
HOSTEOSARCOMA,scDesign3_gau,libsize,KDEstat,4.226999441
HPROSTATE,scDesign3_gau,libsize,KDEstat,7.345082181
MBRAIN,scDesign3_gau,libsize,KDEstat,23.72840414
MCATUMOR,scDesign3_gau,libsize,KDEstat,2.923163433
MCORTEX,scDesign3_gau,libsize,KDEstat,6.650344101
MGASTRULA,scDesign3_gau,libsize,KDEstat,97.74043793
MOBNEW,scDesign3_gau,libsize,KDEstat,1.234200784
MUSCLE,scDesign3_gau,libsize,KDEstat,11.37350563
PDAC,scDesign3_gau,libsize,KDEstat,18.82638254
BREAST,scDesign3_nb,libsize,KDEstat,5.741856796
HOSTEOSARCOMA,scDesign3_nb,libsize,KDEstat,0.667745533
HPROSTATE,scDesign3_nb,libsize,KDEstat,0.807254528
MBRAIN,scDesign3_nb,libsize,KDEstat,0.926614044
MCATUMOR,scDesign3_nb,libsize,KDEstat,0.037234319
MCORTEX,scDesign3_nb,libsize,KDEstat,0.861562346
MGASTRULA,scDesign3_nb,libsize,KDEstat,23.28063069
MOBNEW,scDesign3_nb,libsize,KDEstat,-0.021847565
MUSCLE,scDesign3_nb,libsize,KDEstat,5.845072445
PDAC,scDesign3_nb,libsize,KDEstat,0.190561997
BREAST,scDesign3_poi,libsize,KDEstat,11.71212467
HOSTEOSARCOMA,scDesign3_poi,libsize,KDEstat,8.190435682
HPROSTATE,scDesign3_poi,libsize,KDEstat,0.107846477
MBRAIN,scDesign3_poi,libsize,KDEstat,33.29910435
MCATUMOR,scDesign3_poi,libsize,KDEstat,0.270357501
MCORTEX,scDesign3_poi,libsize,KDEstat,1.844742405
MGASTRULA,scDesign3_poi,libsize,KDEstat,36.63221984
MOBNEW,scDesign3_poi,libsize,KDEstat,1.954134336
MUSCLE,scDesign3_poi,libsize,KDEstat,78.54152219
PDAC,scDesign3_poi,libsize,KDEstat,-0.019896579
BREAST,SPARsim,libsize,KDEstat,-4.084677582
HOSTEOSARCOMA,SPARsim,libsize,KDEstat,-0.737812658
HPROSTATE,SPARsim,libsize,KDEstat,-0.4825973
MBRAIN,SPARsim,libsize,KDEstat,-0.511311788
MCATUMOR,SPARsim,libsize,KDEstat,-0.979600668
MCORTEX,SPARsim,libsize,KDEstat,-0.637500626
MGASTRULA,SPARsim,libsize,KDEstat,-0.849616727
MOBNEW,SPARsim,libsize,KDEstat,-2.564703696
MUSCLE,SPARsim,libsize,KDEstat,-1.587586702
PDAC,SPARsim,libsize,KDEstat,-0.511994868
BREAST,splatter,libsize,KDEstat,0.156126951
HOSTEOSARCOMA,splatter,libsize,KDEstat,1.367864141
HPROSTATE,splatter,libsize,KDEstat,-0.120790924
MBRAIN,splatter,libsize,KDEstat,2.603370058
MCATUMOR,splatter,libsize,KDEstat,-0.385505651
MCORTEX,splatter,libsize,KDEstat,0.493470248
MGASTRULA,splatter,libsize,KDEstat,8.09222266
MOBNEW,splatter,libsize,KDEstat,1.019839197
MUSCLE,splatter,libsize,KDEstat,0.468615954
PDAC,splatter,libsize,KDEstat,-0.006933879
BREAST,SRTsim,libsize,KDEstat,-1.582010226
HOSTEOSARCOMA,SRTsim,libsize,KDEstat,-0.694195856
HPROSTATE,SRTsim,libsize,KDEstat,-0.38815945
MBRAIN,SRTsim,libsize,KDEstat,0.064600868
MCATUMOR,SRTsim,libsize,KDEstat,-0.947914837
MCORTEX,SRTsim,libsize,KDEstat,-0.611712547
MGASTRULA,SRTsim,libsize,KDEstat,-0.261441903
MOBNEW,SRTsim,libsize,KDEstat,-2.172406052
MUSCLE,SRTsim,libsize,KDEstat,-0.990349901
PDAC,SRTsim,libsize,KDEstat,-0.466787466
BREAST,symsim,libsize,KDEstat,13.35316619
HOSTEOSARCOMA,symsim,libsize,KDEstat,12.27348014
HPROSTATE,symsim,libsize,KDEstat,1.388888206
MBRAIN,symsim,libsize,KDEstat,37.45431773
MCATUMOR,symsim,libsize,KDEstat,38.58470582
MCORTEX,symsim,libsize,KDEstat,2.039655285
MGASTRULA,symsim,libsize,KDEstat,48.75965022
MOBNEW,symsim,libsize,KDEstat,13.66573557
MUSCLE,symsim,libsize,KDEstat,42.50645311
PDAC,symsim,libsize,KDEstat,1.999900964
BREAST,zinbwave,libsize,KDEstat,-1.3074474
HOSTEOSARCOMA,zinbwave,libsize,KDEstat,-0.278586029
HPROSTATE,zinbwave,libsize,KDEstat,-0.45178945
MBRAIN,zinbwave,libsize,KDEstat,-0.181370338
MCATUMOR,zinbwave,libsize,KDEstat,-0.946414826
MCORTEX,zinbwave,libsize,KDEstat,-0.542195191
MGASTRULA,zinbwave,libsize,KDEstat,1.124766013
MOBNEW,zinbwave,libsize,KDEstat,-2.915754048
MUSCLE,zinbwave,libsize,KDEstat,-1.538746696
PDAC,zinbwave,libsize,KDEstat,-0.364431378
BREAST,scDesign3_gau(rf),libsize,KDEstat,58.39436496
HOSTEOSARCOMA,scDesign3_gau(rf),libsize,KDEstat,4.226999441
HPROSTATE,scDesign3_gau(rf),libsize,KDEstat,7.345082181
MBRAIN,scDesign3_gau(rf),libsize,KDEstat,23.72840414
MCATUMOR,scDesign3_gau(rf),libsize,KDEstat,2.923163433
MCORTEX,scDesign3_gau(rf),libsize,KDEstat,6.650344101
MGASTRULA,scDesign3_gau(rf),libsize,KDEstat,97.74043793
MOBNEW,scDesign3_gau(rf),libsize,KDEstat,1.234200784
MUSCLE,scDesign3_gau(rf),libsize,KDEstat,11.37350563
PDAC,scDesign3_gau(rf),libsize,KDEstat,18.82638254
BREAST,scDesign3_nb(rf),libsize,KDEstat,5.741856796
HOSTEOSARCOMA,scDesign3_nb(rf),libsize,KDEstat,0.667745533
HPROSTATE,scDesign3_nb(rf),libsize,KDEstat,0.807254528
MBRAIN,scDesign3_nb(rf),libsize,KDEstat,0.927272203
MCATUMOR,scDesign3_nb(rf),libsize,KDEstat,0.037234319
MCORTEX,scDesign3_nb(rf),libsize,KDEstat,0.861562346
MGASTRULA,scDesign3_nb(rf),libsize,KDEstat,23.52930526
MOBNEW,scDesign3_nb(rf),libsize,KDEstat,-0.021847565
MUSCLE,scDesign3_nb(rf),libsize,KDEstat,5.845072445
PDAC,scDesign3_nb(rf),libsize,KDEstat,0.190561997
BREAST,scDesign3_poi(rf),libsize,KDEstat,11.71212467
HOSTEOSARCOMA,scDesign3_poi(rf),libsize,KDEstat,8.190435682
HPROSTATE,scDesign3_poi(rf),libsize,KDEstat,0.107846477
MBRAIN,scDesign3_poi(rf),libsize,KDEstat,33.29910435
MCATUMOR,scDesign3_poi(rf),libsize,KDEstat,0.270357501
MCORTEX,scDesign3_poi(rf),libsize,KDEstat,1.844742405
MGASTRULA,scDesign3_poi(rf),libsize,KDEstat,36.63221984
MOBNEW,scDesign3_poi(rf),libsize,KDEstat,1.954134336
